f_id,i_id,cm_angle.dist_ctr2best.mean,cm_angle.dist_ctr2worst.mean,cm_angle.angle.mean,cm_grad.mean,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_conv.conv_prob,ela_conv.lin_prob,ela_conv.lin_dev.orig,ela_conv.lin_dev.abs,ela_curv.grad_norm.min,ela_curv.grad_norm.lq,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.uq,ela_curv.grad_norm.max,ela_curv.grad_norm.sd,ela_curv.grad_scale.nas,ela_curv.hessian_cond.nas,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_local.best2mean_contr.orig,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1,4.823344273433744,8.590652086410447,149.14831327334383,0.1656545603001837,0.4944132977863613,0.5302007452404055,0.6058063164644562,0.7339884015370295,0.48055678239577937,0.5150894342794465,0.6130213384084128,0.7373265532193913,-4.4569699004116,-4.141487757750662,-3.4749912819263633,-2.3450096339932047,-4.59631222234813,-4.290748794924715,-3.4241947758312237,-2.3242755569944187,1.0,0.0,-14.206088454217674,14.206088454217674,4.00026024121899,11.79600935264828,14.281528375337675,14.368768914755327,16.798622625533117,23.561639726508435,3.757580848285257,0.0,0.0,0.6016223964881104,-0.005492136838944,1.0,0.10400000000000001,0.084,0.10400000000000001,1.238095238095238,1.0,0.8076923076923077,0.21200000000000002,0.16,0.172,1.325,1.2325581395348837,0.9302325581395348,0.22400000000000003,0.152,0.196,1.473684210526316,1.1428571428571428,0.7755102040816326,225.0,0.9,1.0,0.0044484304932735,0.004,0.004,0.6304567280704189,133.98825593417746,0.8313380987303128,5.817326039660597,6.997545341113669,0.6284663991555579,1.0,1.0000000000000024,1.0,0.8283650125469174,1.1861861861861858,2.920555512182745,0.6256256256256254,0.5120967741935484,0.9216056473375712,0.966935642228443,0.6069456236938996,0.0655174132974124,-0.470257681056125
1,2,5.733799731238566,8.590652086410447,149.94999321852782,0.299494480202374,0.4526995874862395,0.5799366152688448,0.6499226421657573,0.7844176887267716,0.4270660201051105,0.5493981766529067,0.6272234720692877,0.7830800367078459,-4.824694665378959,-3.7030441145199733,-3.086086401899734,-1.9004532124737985,-5.069627179916116,-3.987166638954244,-3.2985266790756724,-1.9194241925990547,1.0,0.0,-14.206088454217682,14.206088454217682,4.16979970013814,15.900257159419146,18.92944389749713,19.296824170893053,22.45976078281547,30.126470497329887,4.949860278093638,0.0,0.0,0.3331093212250649,-0.3851167629844436,1.0,0.06,0.06,0.05600000000000001,1.0,1.0714285714285714,1.0714285714285714,0.10400000000000001,0.092,0.1,1.1304347826086956,1.0399999999999998,0.9200000000000002,0.10800000000000001,0.096,0.128,1.125,0.84375,0.75,225.0,0.9,1.0,0.0042608695652173,0.0044916201117318,0.0041538461538461,0.8689669299459084,490.1663967341772,1.262673960339403,7.95881376862018,6.303142393528789,0.868261196875002,1.0,1.0000000000000049,1.0,0.8366295980691356,1.2862862862862858,4.223044187206672,0.8458458458458455,0.5201612903225806,0.8738760431595264,0.9637449350321102,0.6406957518239266,0.0655217505106593,-0.40361511844380865
1,3,6.434493490598596,8.933733900793548,144.63091233900232,0.2712094088582254,0.4727642781504079,0.5417984112353829,0.6552057898444754,0.7729127600872381,0.45447405557996723,0.5422060741184972,0.6430720892045756,0.768122751100659,-4.647815562428423,-4.039249213840543,-3.039513123606655,-2.00187423566977,-4.82710618017208,-4.050806220072953,-3.158289613353231,-2.0517742788443734,1.0,0.0,-14.206088454217678,14.206088454217678,2.2287379586005223,14.19846312969803,17.24162247033146,17.456980674194313,20.621464248116137,29.071675480076443,4.723668300355374,0.0,0.0,0.46224501131408025,-0.2950712359130749,1.0,0.05600000000000001,0.05600000000000001,0.064,1.0,0.875,0.875,0.132,0.088,0.10400000000000001,1.5000000000000002,1.2692307692307692,0.846153846153846,0.124,0.11600000000000002,0.136,1.0689655172413792,0.9117647058823529,0.8529411764705882,225.0,0.9,1.0000000000000002,0.0049302325581395,0.0041438848920863,0.004,0.8319941997621341,-167.24883142582246,0.7106630497599786,7.627890568552699,10.73348413306273,0.8310893346827839,1.0,1.0000000000000009,1.0,0.8160522817917905,1.2662662662662658,3.20262069365765,0.7657657657657655,0.5,0.8450680127792409,0.9635170067998937,0.6416835459953482,0.0660443684360783,-0.42656557994635647
1,4,6.856979089967572,7.965635089781839,161.90368715804055,0.251712057369415,0.489103234382595,0.5367847534455332,0.6380104149222945,0.7679586071059049,0.5092690458468516,0.5231465287015034,0.6277865064228949,0.7672923369409411,-4.503780452699154,-4.0834468198347,-3.191097942034234,-2.0455472805167965,-4.342250713873503,-4.219455301596385,-3.29354464909938,-2.059122228769538,1.0,0.0,-14.206088454217674,14.206088454217674,4.103738605710428,13.856606456326523,16.833383893330446,16.908258705743805,19.968511929313404,27.441887820385453,4.506473454489005,0.0,0.0,0.4565521722321034,-0.1749518069233131,1.0,0.068,0.036,0.06,1.8888888888888888,1.1333333333333335,0.6,0.168,0.11200000000000002,0.132,1.5,1.2727272727272727,0.8484848484848484,0.144,0.12,0.148,1.2,0.9729729729729728,0.8108108108108109,225.0,0.9,1.0,0.004531914893617,0.004,0.004,0.8064665577309527,-76.13107398582255,0.20866190126968548,8.203613768620174,39.31534083942519,0.805424202923275,1.0,1.0000000000000009,1.0,0.807123822169842,1.2662662662662658,3.851107002325569,0.7457457457457455,0.5362903225806451,0.8504660095101514,0.9635959781495739,0.5900176865200507,0.0696461714727724,-0.45698197471981106
1,5,4.778051753045069,8.67841941758334,136.8004497220941,0.22665490631937973,0.43505068963245763,0.5400983864407978,0.6144500251234493,0.7443152121123587,0.4245602397750535,0.5184745253285745,0.6071392943260597,0.7420514317246704,-4.980277488592742,-4.05423568264252,-3.398793175543453,-2.253974241448316,-5.091799668394608,-4.260795693535444,-3.476242257041592,-2.282467297521733,1.0,0.0,-14.206088454217674,14.206088454217674,3.332435448890717,13.355838249117586,16.44302587329368,16.669500169044447,19.675121587674024,26.29913193941954,4.516656609991157,0.0,0.0,0.4097772491863939,-0.3747615548789875,1.0,0.096,0.08,0.088,1.2,1.090909090909091,0.9090909090909092,0.16,0.11200000000000002,0.128,1.4285714285714286,1.25,0.875,0.14,0.11600000000000002,0.128,1.206896551724138,1.09375,0.90625,225.0,0.9,1.0,0.0044444444444444,0.0,0.0044444444444444,0.7957490079205202,47.42603129417747,1.5746630497599818,7.5545380987303075,4.797558499821157,0.7946489292929155,1.0,1.000000000000001,1.0,0.8312915522633905,1.2062062062062058,2.543345761304648,0.7657657657657655,0.5120967741935484,0.8785972639855416,0.9627561188829417,0.5855351537534984,0.0697360149779017,-0.4403834239499071
1,6,4.699749315446875,8.590652086410447,115.78204105629356,0.184162205609467,0.41912381804335547,0.5239902697702422,0.6261770089722746,0.7624701475446773,0.390182251114811,0.5310830989175312,0.6139197365732066,0.7661480431362107,-5.1206798903362,-4.196235839764231,-3.2954146376824207,-2.093930473660356,-5.395994552654724,-4.149228271093029,-3.4162452669620493,-2.0692475541610174,1.0,0.0,-14.206088454217678,14.206088454217678,3.3108056162235373,12.641583566428269,15.30154185484144,15.685341958974243,18.22166273577933,23.9774031182826,4.004154399413916,0.0,0.0,0.2723558090139441,-0.5967758979717219,1.0,0.096,0.064,0.10400000000000001,1.5,0.923076923076923,0.6153846153846153,0.16,0.11200000000000002,0.132,1.4285714285714286,1.2121212121212122,0.8484848484848484,0.20400000000000001,0.176,0.18,1.1590909090909092,1.1333333333333335,0.9777777777777776,225.0,0.9,1.0,0.0044975124378109,0.004,0.004,0.6937488328150122,-139.19027654582263,2.245213768620176,5.506936950240026,2.452745046911227,0.6920993898415941,1.0,1.000000000000001,1.0,0.8381481886454475,1.1661661661661658,3.20262069365765,0.7257257257257255,0.5080645161290323,0.9159323491681232,0.9651845928760328,0.6433719646114279,0.0643526137589329,-0.4595782075637237
1,7,2.818111718848228,8.544094223316554,96.85517299716132,0.1639379290762532,0.4989660215050016,0.5887362493152705,0.6325213772966151,0.748846904345253,0.45738133481922355,0.5684745769837632,0.6325297496955687,0.7511498415863606,-4.416835631669905,-3.6254714570354323,-3.2394862310710417,-2.214025374534873,-4.80138101397816,-3.81836841611186,-3.251573888313794,-2.20195968661462,1.0,0.0,-14.206088454217678,14.206088454217678,4.300610638109057,11.606760281700986,14.36423739738311,14.628954148237266,17.289594809468337,21.927690668045905,3.569087386157501,0.0,0.0,0.402417077596782,-0.6702288451162168,2.0,0.10800000000000001,0.088,0.11200000000000002,1.2272727272727273,0.9642857142857144,0.7857142857142857,0.268,0.1679999999999999,0.22000000000000003,1.5952380952380956,1.2181818181818185,0.7636363636363636,0.196,0.168,0.20400000000000001,1.1666666666666667,0.96078431372549,0.8235294117647058,225.0,0.9,1.0,0.0044444444444444,0.0,0.0044444444444444,0.5889134444866844,-945.2426861458216,0.1721380987302948,6.755473960339417,39.24450200256866,0.5866993669480061,1.0,1.0000000000000149,1.0,0.8404047632350498,1.1661661661661658,2.4287643824604506,0.6256256256256254,0.5846774193548387,0.8799301243455959,0.9635173482114242,0.611249098628434,0.0676813171501132,-0.4821601911948544
1,8,6.923383772041103,8.527667374811719,158.78547056860572,0.2928794740113614,0.4188919855969485,0.5420991525141529,0.6130796597661763,0.7541824710966735,0.3868628322432219,0.5324750096904477,0.6145054030954482,0.7516053286306792,-5.122723595661222,-4.036598046748092,-3.4108735509235624,-2.166989998982869,-5.425366551390114,-4.136911897943561,-3.4110629754176243,-2.1979292929200422,1.0,0.0,-14.206088454217674,14.206088454217674,2.884329260142438,13.435161788165095,16.910070314397718,17.435189453405755,20.21489582277888,28.286246652287094,4.787918170125326,0.0,0.0,0.4104198697161275,-0.2575822561747696,1.0,0.08,0.06,0.064,1.3333333333333337,1.25,0.9375,0.124,0.096,0.1,1.2916666666666667,1.24,0.96,0.14,0.124,0.136,1.1290322580645162,1.0294117647058825,0.9117647058823529,225.0,0.9,1.0,0.0044524886877828,0.004,0.004,0.8274704523866798,34.29427769417741,1.978290568552702,7.393186231379824,3.737158913307971,0.8265412227852595,1.0,1.0000000000000024,1.0,0.8285302801825649,1.2462462462462458,2.989446772280588,0.7257257257257255,0.5080645161290323,0.9096427192353964,0.966480331439332,0.6736009830699873,0.0616920051019982,-0.4192401143496303
1,9,5.829668829107321,8.527667374811719,156.56297477728873,0.269461632364271,0.42548218701232765,0.5474954630123552,0.6146599974199642,0.7556261817478568,0.41747296769279724,0.5363029420929317,0.6119361164544787,0.7532112413854454,-5.064628061863771,-3.9890271882613915,-3.396942177086828,-2.154263052468938,-5.154511653440876,-4.103040298716588,-3.433797401800301,-2.183719315443004,1.0,0.0,-14.206088454217674,14.206088454217674,4.266670719908176,13.833709951198395,16.75974093161051,16.82058501941739,20.076258058454812,28.645511031364116,4.629522331406219,0.0,0.0,0.5697798457056809,0.1498816418136961,1.0,0.084,0.068,0.084,1.2352941176470589,1.0,0.8095238095238095,0.124,0.1,0.10800000000000001,1.24,1.148148148148148,0.9259259259259259,0.156,0.124,0.18,1.2580645161290325,0.8666666666666668,0.6888888888888889,225.0,0.9,1.0,0.0044926108374384,0.004,0.004,0.8182671331446836,-25.766993985822563,3.5931862313798284,6.7965260396606,1.8915039750251545,0.8172883352415476,1.0,1.0000000000000018,1.0,0.8434898007919175,1.2462462462462458,3.20262069365765,0.7657657657657655,0.5080645161290323,0.9392842644951876,0.9663926616561488,0.6504369675863659,0.0632584743737114,-0.4316311130712257
1,10,5.619764375578347,8.615498256552229,146.90565193158326,0.2462766131952221,0.4543124156793644,0.5474456894460316,0.6230682064783928,0.7615301659074089,0.4429751722124745,0.5397999726098611,0.6272453954372937,0.7632847915478105,-4.8104768730995735,-3.9894659642141,-3.3228201036111917,-2.1022168266160453,-4.928854468289361,-4.072096696871093,-3.298332689355707,-2.0945831400834205,1.0,0.0,-14.206088454217678,14.206088454217678,3.2068695798825138,12.598861259061756,15.500755647861627,15.698126325234458,18.551723261801467,25.76095758355969,4.168421619251278,0.0,0.0,0.522108332226354,0.065592481238867,1.0,0.088,0.076,0.068,1.1578947368421053,1.2941176470588234,1.1176470588235292,0.148,0.11600000000000002,0.11200000000000002,1.2758620689655171,1.3214285714285714,1.0357142857142858,0.18,0.16,0.192,1.125,0.9375,0.8333333333333334,225.0,0.9,1.0,0.0044444444444444,0.0,0.0044444444444444,0.7363322822443857,68.04969337417744,0.7035862313798292,7.082509431447295,10.066299076884324,0.7349121901403565,1.0,1.0000000000000018,1.0,0.829885477567554,1.2462462462462458,2.7889802923804394,0.6856856856856854,0.5161290322580645,0.951996245612398,0.9688048000398787,0.6904140515889917,0.0594403258973409,-0.4429049559922735
