f_id,i_id,cm_angle.dist_ctr2best.mean,cm_angle.dist_ctr2worst.mean,cm_angle.angle.mean,cm_grad.mean,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_conv.conv_prob,ela_conv.lin_prob,ela_conv.lin_dev.orig,ela_conv.lin_dev.abs,ela_curv.grad_norm.min,ela_curv.grad_norm.lq,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.uq,ela_curv.grad_norm.max,ela_curv.grad_norm.sd,ela_curv.grad_scale.nas,ela_curv.hessian_cond.nas,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_local.best2mean_contr.orig,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1,0.37108261851516633,0.8545171341804015,0.8514172022295816,0.359250891887565,0.12268563759832302,0.010403885431666371,0.01160328142647793,0.0,0.09374343351508974,0.009977775427563396,0.058564647274836235,0.02050714844279522,0.12268563759832296,0.010403885431666371,0.01160328142647793,0.0,0.09374343351508985,0.009977775427563507,0.05856464727483579,0.020507148442794998,1.0,0.0,0.9999999988966328,7.569785103735731e-10,7.010395728128821e-07,3.9935708420348306e-08,4.775018773762253e-10,5.955670301838401e-09,1.016622407249748e-09,2.2977714488395112e-11,3.7530450635120816e-11,0.0,0.0,0.24587503968028773,0.006799639731534505,0.0,0.6999999999999998,0.6400000000000001,0.6363636363636362,0.11677282377919318,0.2941176470588236,0.2859960552268244,0.5555555555555556,0.49275362318840593,0.5068493150684932,0.20540540540540542,0.1709706567746231,0.1690482861679275,0.33544303797468356,0.22727272727272727,0.30718954248366015,0.16782882796828735,0.04393673110720562,0.15463467829880045,0.9999999999999999,1.0,0.499171677121977,0.00045023141894929685,0.7670682730923805,0.0,0.6389830047405941,3.172176272187897e-08,2.4220912851159585e-10,4.705812498480709e-10,0.0014235530005889828,0.6481088890144655,1.0,4.404571325722362e-20,1.0,0.7396832369631121,0.02687140115163146,2.949905188341605e-08,0.049999999999999975,0.3624999999999998,0.9462457657783558,0.9813152984863542,0.8525782766755137,0.05552580232585835,0.42215718795349544
1,4,0.6451577350889528,0.7534007269686637,0.9322847529855525,0.5765852680472245,0.1166867940729916,0.02143351873049948,0.07740216700330493,0.1067603145049203,0.12247086101185728,0.022926851659104353,0.08703423916891806,0.11346207117107987,0.11668679407299165,0.0214335187304997,0.07740216700330504,0.10676031450491996,0.12247086101185711,0.022926851659104353,0.08703423916891773,0.11346207117107976,1.0,0.0,0.9999999988966328,7.569785103735731e-10,7.191740000911304e-07,4.6911915597213046e-08,5.628229836759295e-10,7.008256227587449e-09,1.2084584027691766e-09,2.6761798867927294e-11,4.501033679670875e-11,0.0,0.0,0.23482363749331445,0.0055526909798191085,0.0,0.4,0.15999999999999998,0.303030303030303,0.2618542108987969,0.3613445378151262,0.17948717948717946,0.43333333333333335,0.318840579710145,0.3698630136986302,0.24324324324324326,0.1775422941067113,0.1436047219179749,0.2088607594936709,0.1753246753246753,0.2287581699346405,0.1295825771324864,0.03557687740464541,0.1689704972147721,0.9999999999999999,1.0,0.499171677121977,0.0005340510980090356,0.7670682730923805,0.0,0.8109318525937197,2.5739176941005823e-08,6.056424378763321e-11,6.663256382364983e-10,0.009371659509050091,0.8157111678496819,1.0,0.0,1.0,0.6664432366495672,0.034548944337811874,4.08708069954841e-08,0.0636363636363636,0.4374999999999998,0.8523201406498293,0.9520899998743122,0.82493400045179,0.09150790918853591,0.44417597694872835
1,5,0.36497849760588497,0.8687162955578308,0.773133218436955,0.5133045490249554,0.055622973653811136,0.026984568438520595,0.029263965135947867,0.03245472102367941,0.037717316976148885,0.015418173634374477,0.04722313091936092,0.03516388895857547,0.0556229736538113,0.026984568438520706,0.0292639651359482,0.03245472102367897,0.037717316976148996,0.015418173634374588,0.04722313091936092,0.03516388895857514,1.0,0.0,0.9999999988966328,7.569785103735731e-10,5.840042853824325e-07,4.5216551299728246e-08,5.497713912610516e-10,6.909293878428188e-09,1.1907029473351162e-09,2.5647363766314763e-11,4.5112045430618166e-11,0.0,0.0,0.2312603391700787,0.004082414803370455,0.0,0.6333333333333333,0.6000000000000001,0.5151515151515151,0.1082802547770701,0.33995416348357543,0.337995337995338,0.4111111111111111,0.318840579710145,0.35616438356164387,0.22779922779922784,0.17382413087934562,0.1518574297188755,0.20253164556962028,0.16883116883116883,0.19607843137254902,0.1305463420739721,0.04152021089630931,0.20772900763358781,0.9999999999999999,1.0,0.499171677121977,0.000446229361891968,0.0,0.000446229361891968,0.8004615831475947,2.925713495779281e-08,4.590492383357183e-10,6.130827210146945e-10,0.000882497230472504,0.8055055686781876,1.0,6.776263578034403e-21,1.0,0.7497739976948372,0.028790786948176564,2.488938013681389e-08,0.06590909090909088,0.3624999999999998,0.8894618206322409,0.9447404170181422,0.8176137716071381,0.09229089488669884,0.4717059612501626
1,6,0.3544255952173849,0.8545171341804015,0.6398790116252998,0.4059911258527877,0.03763019216587188,0.0,0.053224346124111976,0.089511385359756,0.0033211719837927256,0.0356822256637801,0.06029690180014802,0.10991243124890815,0.037630192165871934,0.0,0.05322434612411209,0.08951138535975567,0.003321171983792892,0.03568222566378021,0.06029690180014757,0.10991243124890815,1.0,0.0,0.9999999988966328,7.569785103735733e-10,5.802136898364805e-07,4.27984227705791e-08,5.116059549379231e-10,6.5013729313520225e-09,1.102742233543872e-09,2.3383174066837157e-11,3.999320975121104e-11,0.0,0.0,0.22079161885033366,0.0024487487644564866,0.0,0.6333333333333333,0.44,0.6363636363636362,0.17515923566878983,0.2553329023917259,0.18737672583826426,0.4111111111111111,0.318840579710145,0.3698630136986302,0.22779922779922784,0.1676271921670695,0.1436047219179749,0.3037974683544304,0.2662337662337662,0.28104575163398693,0.12386569872958259,0.0434680726420621,0.23677692960135704,0.9999999999999999,1.0,0.499171677121977,0.0004995104797298191,0.7670682730923805,0.0,0.7008148041919201,2.3943734852301794e-08,6.546599080957937e-10,4.451203962662772e-10,0.0003058233955516078,0.7083776876828711,1.0,6.776263578034403e-21,1.0,0.7734158012782038,0.024952015355086357,3.294601446780925e-08,0.06136363636363634,0.34999999999999987,0.9387553132911133,0.9659919189487507,0.9120645460184382,0.0453745801696922,0.43986992334039887
1,7,0.10083530484441589,0.8469849168664653,0.5198849230741407,0.354915616184055,0.12782890522537554,0.10846347539470658,0.06618705538849512,0.04669675694667008,0.07055574609730181,0.09577648229358171,0.09617996647083027,0.0633874786868649,0.1278289052253756,0.10846347539470691,0.06618705538849534,0.04669675694666975,0.07055574609730186,0.09577648229358182,0.09617996647083016,0.06338747868686467,1.0,0.0,0.9999999988966328,7.569785103735733e-10,7.536755267841741e-07,3.929500057668453e-08,4.802672475988443e-10,6.063513741817034e-09,1.0463351601730876e-09,2.1384259389780136e-11,3.564779132290481e-11,0.0,0.0,0.23069964370814577,0.0019082540219254526,0.041666666666666664,0.7333333333333333,0.6799999999999999,0.6969696969696969,0.11436016213086281,0.27611044417767117,0.2747252747252747,0.7111111111111111,0.5217391304347823,0.6712328767123289,0.2638352638352639,0.1686187023610337,0.11719605695509307,0.2911392405063291,0.2532467532467533,0.3202614379084967,0.12492437991530553,0.03497708397946172,0.17413560844185005,0.9999999999999999,1.0,0.499171677121977,0.000446229361891968,0.0,0.000446229361891968,0.5983982273901701,9.93548945334056e-10,4.9909650069414383e-11,5.475364253378331e-10,0.009354237695105492,0.6085500245330866,1.0,4.0657581468206416e-19,1.0,0.7811965103964829,0.024952015355086357,2.34891444761098e-08,0.049999999999999975,0.5875000000000001,0.8912215954406373,0.9514019116810086,0.8596060939807391,0.07438421358692748,0.4024159513956016
1,8,0.6541071643730996,0.8443273508937316,0.9125156313123128,0.6805517453290872,0.03736828821777527,0.030336282989645524,0.02646405712238553,0.06346518018416569,0.0,0.037919255263018314,0.061426159987924,0.06480041563527905,0.03736828821777527,0.030336282989645746,0.026464057122385864,0.06346518018416547,0.0,0.037919255263018314,0.06142615998792378,0.06480041563527927,1.0,0.0,0.9999999988966328,7.569785103735731e-10,5.054743517801189e-07,4.5485103284689186e-08,5.653869886666083e-10,7.226662259697348e-09,1.2233691125616403e-09,2.758523205807843e-11,4.782138662721998e-11,0.0,0.0,0.23130929379163603,0.00494466468367155,0.0,0.5,0.39999999999999997,0.33333333333333326,0.13800424628450114,0.4201680672268908,0.35256410256410253,0.3111111111111111,0.26086956521739135,0.26027397260273977,0.19819819819819823,0.1721881390593047,0.17831325301204815,0.20253164556962028,0.1818181818181818,0.20915032679738563,0.11966512499268195,0.03835418174299597,0.2099685675797036,0.9999999999999999,1.0,0.499171677121977,0.0004543059114285137,0.7670682730923805,0.0,0.8314511354851714,2.8883243405810414e-08,5.767940219351567e-10,5.99847216257009e-10,0.0006217068911198319,0.8357117588138585,1.0,4.404571325722362e-20,1.0,0.7402530826954727,0.03262955854126677,3.0340933872207675e-08,0.06136363636363634,0.34999999999999987,0.9304511183120554,0.9773308876417879,0.9614302382264308,0.022187389022261472,0.5067737806908447
1,9,0.5067060439526762,0.8443273508937316,0.8984252727831218,0.6214110291950624,0.04481331930031118,0.03937626655398274,0.029692977087044214,0.06800242099838227,0.030626301834140668,0.04407137237775072,0.05647216677527811,0.06978201389464012,0.04481331930031118,0.03937626655398274,0.029692977087044437,0.06800242099838227,0.030626301834140834,0.044071372377750606,0.05647216677527811,0.0697820138946399,1.0,0.0,0.9999999988966328,7.569785103735731e-10,7.477276073184148e-07,4.683439886038233e-08,5.603607365303411e-10,6.9719166098369876e-09,1.2149790045840591e-09,2.7935592831950844e-11,4.6239340239962925e-11,0.0,0.0,0.24344928458712167,0.007942939132765222,0.0,0.5333333333333333,0.48000000000000004,0.48484848484848486,0.11614837017609597,0.2941176470588236,0.2869352869352869,0.3111111111111111,0.27536231884057977,0.28767123287671237,0.18702702702702706,0.15716125123078084,0.16770786851108138,0.2278481012658228,0.1818181818181818,0.28104575163398693,0.1376968561559628,0.030345635618043355,0.11945716709075488,0.9999999999999999,1.0,0.499171677121977,0.0004945891942152612,0.7670682730923805,0.0,0.8224601595655998,2.7173159378459227e-08,1.0478856385919965e-09,5.509038793381527e-10,0.00016779406070708094,0.8269480591910503,1.0,2.371692252312041e-20,1.0,0.7918337744867356,0.03262955854126677,3.294601446780925e-08,0.06590909090909088,0.34999999999999987,0.9695868343956184,0.9765636920399938,0.9236020943773924,0.035839160896009026,0.4862223479173805
1,10,0.47841699859281883,0.858536793599682,0.8371989965130983,0.5628582958602629,0.0773831809803826,0.03929288509888407,0.0468724918766259,0.08655724559100575,0.05614197504448121,0.049691675724795714,0.08599089114102143,0.10103052338277152,0.07738318098038255,0.03929288509888418,0.0468724918766259,0.08655724559100553,0.05614197504448126,0.049691675724795825,0.08599089114102143,0.10103052338277174,1.0,0.0,0.9999999988966328,7.569785103735733e-10,5.619990562569982e-07,4.265378524452877e-08,5.182666538257709e-10,6.506671887088279e-09,1.1227169025380268e-09,2.5122526919751368e-11,4.163389907606962e-11,0.0,0.0,0.239817684298202,0.007322707407366528,0.0,0.5666666666666665,0.56,0.36363636363636365,0.09889373114314454,0.4424122590212556,0.44494720965309187,0.37777777777777777,0.3333333333333334,0.30136986301369867,0.19478098788443615,0.1855097867367806,0.20187894434882386,0.26582278481012656,0.24025974025974023,0.3006535947712418,0.1191016333938294,0.03383128295254833,0.17811704834605602,0.9999999999999999,1.0,0.499171677121977,0.000446229361891968,0.0,0.000446229361891968,0.7424157481909839,2.984433856041384e-08,2.049418083333312e-10,5.743627621187894e-10,0.0021782697491808663,0.7489270318802512,1.0,2.371692252312041e-20,1.0,0.7449258272610808,0.03262955854126677,2.7891143890943004e-08,0.056818181818181795,0.375,0.9863704561502376,0.9976722415507417,0.9888869274576368,0.0025640160075937057,0.4675238047170889
1,11,0.4547396138975829,0.8687162955578308,0.9063526911110911,0.7080382969328216,0.12442746728513937,0.07950229442512613,0.1064438721597869,0.13182289147355997,0.11083041418530909,0.07573090405170935,0.12673303120560298,0.11719196475135796,0.12442746728513943,0.07950229442512624,0.1064438721597869,0.13182289147355963,0.11083041418530903,0.07573090405170946,0.12673303120560264,0.11719196475135785,1.0,0.0,0.9999999988966328,7.569785103735731e-10,9.916339395339191e-07,4.921846434523038e-08,5.769652843049739e-10,7.354839119140369e-09,1.2445625276824734e-09,2.8251511454850013e-11,4.307836314595358e-11,0.0,0.0,0.22667372528751073,0.006557578327566792,0.0,0.5,0.39999999999999997,0.33333333333333326,0.13800424628450114,0.4201680672268908,0.35256410256410253,0.39999999999999997,0.3623188405797102,0.315068493150685,0.19093286835222323,0.1893378464142162,0.21222822323777868,0.2278481012658228,0.21428571428571425,0.2549019607843137,0.11327888687235335,0.03450640833297613,0.196276298640849,0.9999999999999999,1.0,0.499171677121977,0.0009747728779193774,0.7670682730923805,0.0,0.799175912357258,3.643740835611874e-08,4.196660013434783e-11,5.997283334220227e-10,0.012247638087003585,0.8042523974183468,1.0,3.049318610115481e-20,1.0,0.7359586047825357,0.028790786948176564,3.875058510513549e-08,0.06590909090909088,0.4624999999999999,0.8362480260466973,0.9157499933344173,0.7512451070079267,0.11981298397794282,0.4033233309318598
1,12,0.4538224456972042,0.877754397724981,0.7430092400165251,0.640705449093413,0.131129184496714,0.046865061865746904,0.07625902478179047,0.08820028194549989,0.14740308686551556,0.0632290548472394,0.07354856342332372,0.09048972424431323,0.13112918449671396,0.046865061865746904,0.07625902478179059,0.08820028194549967,0.14740308686551556,0.06322905484723929,0.07354856342332339,0.09048972424431312,1.0,0.0,0.9999999988966328,7.569785103735731e-10,1.0346852900202877e-06,4.8908111866387494e-08,5.718621065660609e-10,7.214482203563151e-09,1.2282288453784518e-09,2.838604286299383e-11,4.4895791647936844e-11,0.0,0.0,0.23072407042417767,0.006876679204074906,0.0,0.4,0.27999999999999997,0.36363636363636365,0.15658174097664546,0.2941176470588236,0.23378582202111609,0.36666666666666664,0.24637681159420294,0.4246575342465754,0.2573443008225617,0.12850273586469912,0.07299468142841638,0.19620253164556964,0.16233766233766234,0.21568627450980393,0.13157894736842107,0.035500878734622134,0.16458015267175574,0.9999999999999999,1.0,0.499171677121977,0.0005487789667987953,0.8030245983935858,0.0001882530120481925,0.8123084076835579,4.212720871239658e-08,4.346217757015882e-10,6.152912490128914e-10,0.000953206406617594,0.8170529260113659,1.0,1.0164395367051604e-19,1.0,0.74070434881446,0.03646833013435698,3.294601446780925e-08,0.06590909090909088,0.23750000000000004,0.7654056569065966,0.9405831589299556,0.7947648735974782,0.09229410929503656,0.49546147188312684
